Group #2023-03-24 10:22:42 AM
Angle of Incidence (deg), Relative Intensity-85.078125,-81.562500,-78.046875,-75.234375,-71.718750,-68.203125,-64.687500,-61.171875,-57.656250,-54.140625,-50.625000,-47.109375,-43.593750,-40.078125,-36.562500,-33.046875,-29.531250,-26.015625,-23.203125,-19.687500,-16.171875,-12.656250,-9.140625,-5.625000,-2.109375,1.406250,4.921875,8.437500,11.953125,15.468750,18.984375,22.500000,26.015625,28.828125,32.343750,35.859375,39.375000,42.890625,46.406250,49.921875,53.437500,56.953125,60.468750,63.984375,67.500000,71.015625,74.531250,78.046875,80.859375,84.375000
0.001134,0.002785,0.004887,0.006538,0.008490,0.010741,0.012843,0.014944,0.016896,0.018697,0.020348,0.021999,0.023350,0.024551,0.025602,0.025752,0.026353,0.026953,0.027253,0.027554,0.028004,0.028154,0.028454,0.028454,0.028454,0.028454,0.028154,0.027854,0.027554,0.026953,0.026503,0.025902,0.025302,0.024701,0.024101,0.023350,0.022750,0.021999,0.021249,0.020498,0.019598,0.018697,0.017496,0.015995,0.014494,0.012693,0.011342,0.009841,0.008490,0.006838
