0.024,0.000,0.000
1.152,1.172,0.000
1.719,1.782,-0.000
1.768,1.943,-0.001
2.119,4.985,-0.024
1.797,2.046,-0.002
0.054,0.005,-0.000
0.151,0.127,-0.000
0.542,0.552,0.000
0.806,0.820,-0.000
1.001,1.016,0.000
1.230,1.255,0.000
1.460,1.484,0.000
1.455,1.479,-0.000
1.431,1.450,0.000
1.465,1.484,0.000
1.245,1.245,0.000
0.762,0.747,0.000
0.742,0.747,0.000
0.747,0.752,0.000
0.747,0.752,-0.000
0.742,0.757,0.000
0.752,0.752,0.000
1.064,1.074,0.000
1.470,1.509,0.000
1.904,1.938,0.000
2.129,2.168,-0.000
2.339,2.383,0.000
2.500,2.534,0.000
2.690,2.729,-0.000
2.783,2.812,0.000
2.690,2.720,0.000
2.690,2.725,-0.000
0.049,0.000,0.000
0.044,0.000,0.000
0.146,0.103,0.000
0.151,0.117,0.000
0.181,0.146,0.000
0.278,0.259,0.000
0.352,0.332,0.000
0.454,0.444,0.000
0.034,0.000,0.000
0.039,0.000,0.000
0.034,0.000,0.000
0.078,0.054,0.000
0.308,0.283,0.000
0.503,0.508,0.000
0.669,0.669,0.000
0.674,0.669,0.000
0.996,1.011,0.000
1.108,1.123,0.000
1.367,1.401,0.000
1.582,1.606,0.000
1.641,1.670,0.000
1.665,1.680,0.000
1.694,1.709,0.000
1.704,1.719,0.000
1.699,1.709,0.000
1.729,1.729,0.000
1.777,1.753,0.000
1.802,1.768,0.001
1.831,1.777,0.001
1.836,1.777,0.001
1.846,1.787,0.001
1.895,1.797,0.001
1.953,1.816,0.001
2.090,1.851,0.002
2.319,1.890,0.004
4.873,2.202,0.023
4.922,2.173,0.023
4.917,2.129,0.024
4.917,2.124,0.024
4.922,2.104,0.024
4.917,2.114,0.024
4.917,2.100,0.024
4.917,2.100,0.024
3.828,1.992,0.014
2.603,1.904,0.006
2.363,1.865,0.004
2.148,1.841,0.003
2.173,1.841,0.003
2.261,1.865,0.004
2.974,1.943,0.009
4.917,2.100,0.024
4.922,2.100,0.024
4.917,2.095,0.024
4.922,2.104,0.024
0.034,0.000,0.000
0.146,0.112,0.000
0.308,0.273,0.000
0.371,0.361,-0.000
0.425,0.400,0.000
0.454,0.425,0.000
0.474,0.444,0.000
0.488,0.454,0.000
0.508,0.469,0.000
0.527,0.488,0.000
0.552,0.498,0.000
0.557,0.503,0.000
0.571,0.518,0.000
0.596,0.527,0.001
0.610,0.532,0.001
0.645,0.547,0.001
0.669,0.557,0.001
0.708,0.576,0.001
0.728,0.586,0.001
0.776,0.601,0.002
0.874,0.625,0.002
0.952,0.645,0.003
1.079,0.669,0.004
1.743,0.762,0.009
4.902,0.933,0.034
2.808,0.840,0.017
2.549,0.835,0.015
1.392,0.718,0.006
1.118,0.674,0.004
1.055,0.674,0.003
1.372,0.723,0.006
1.763,0.771,0.009
4.893,0.947,0.033
