0.000,0.112,0.017
0.000,0.107,0.018
0.000,0.112,0.017
0.000,0.103,0.017
0.000,0.103,0.015
0.000,0.098,0.014
0.000,0.088,0.014
0.000,0.112,0.014
0.000,0.107,0.014
0.000,0.107,0.014
0.000,0.088,0.014
0.000,0.078,0.014
0.000,0.103,0.014
0.000,0.083,0.014
0.000,0.127,0.013
0.000,0.117,0.013
0.000,0.117,0.013
0.000,0.093,0.013
0.000,0.107,0.013
0.000,0.103,0.013
0.000,0.107,0.013
0.000,0.083,0.013
0.000,0.112,0.013
0.000,0.112,0.013
0.000,0.122,0.013
0.000,0.117,0.013
0.000,0.107,0.013
0.000,0.117,0.013
0.000,0.083,0.014
0.000,0.107,0.014
0.000,0.103,0.014
0.000,0.088,0.014
0.000,0.117,0.014
0.000,0.112,0.014
0.000,0.073,0.015
0.000,0.098,0.014
0.000,0.112,0.017
0.000,0.117,0.018
0.000,0.103,0.019
0.000,0.117,0.018
0.000,0.112,-0.001
0.000,0.107,-0.001
0.000,0.117,0.003
0.000,0.098,0.006
0.000,0.122,0.008
0.000,0.107,0.008
0.000,0.093,0.012
0.000,0.098,0.014
0.000,0.098,0.017
0.000,0.093,0.020
0.000,0.112,0.020
0.000,0.117,0.020
0.000,0.107,0.020
0.000,0.083,0.021
0.000,0.107,0.020
0.000,0.093,0.021
0.000,0.103,0.021
0.000,0.122,0.021
0.000,0.112,0.021
0.000,0.083,0.021
0.000,0.083,0.021
0.000,0.088,0.021
0.000,0.098,0.021
0.000,0.103,0.021
0.000,0.117,0.021
0.000,0.103,0.021
0.000,0.103,0.021
0.000,0.117,0.021
0.000,0.103,0.021
0.000,0.117,0.022
0.000,0.093,0.024
0.000,0.088,0.024
0.000,0.098,0.024
0.000,0.117,0.024
0.000,0.107,0.024
0.000,0.088,0.024
0.000,0.112,0.024
0.000,0.093,0.024
0.000,2.959,0.016
0.000,2.954,0.016
0.000,2.710,0.005
0.000,2.651,0.003
0.000,2.603,0.001
0.000,2.588,0.001
0.000,2.573,0.001
0.000,2.544,0.000
0.000,2.524,0.000
0.000,2.500,0.000
0.000,2.222,-0.000
0.000,1.797,-0.000
0.000,1.426,-0.000
0.000,1.021,-0.000
0.000,0.698,-0.000
0.000,0.400,0.000
0.000,0.146,-0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.112,0.000
0.000,2.441,0.000
0.000,2.559,0.001
0.000,2.642,0.003
0.000,2.974,0.016
0.000,2.979,0.017
0.000,2.979,0.017
0.000,2.969,0.016
0.000,2.969,0.016
0.000,2.964,0.016
0.000,2.974,0.016
0.005,2.974,0.016
0.000,2.979,0.016
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.000,0.000
0.000,0.015,0.000
0.000,0.278,0.000
0.000,0.308,0.000
0.000,0.352,0.000
0.000,0.361,0.000
0.000,0.381,0.000
0.000,0.391,0.000
0.000,0.405,0.000
0.000,0.415,0.000
0.000,0.430,0.000
0.000,0.435,0.000
0.000,0.444,0.000
0.000,0.444,0.000
0.000,0.449,0.000
0.000,0.454,0.000
0.000,0.454,0.000
0.000,0.459,0.000
0.000,0.464,0.000
0.000,0.464,0.000
0.000,0.469,0.000
0.000,0.464,0.000
0.000,0.469,0.000
0.000,0.474,0.000
0.000,0.474,0.000
0.000,0.474,0.000
0.000,0.474,0.000
0.000,0.474,0.000
0.000,0.479,0.000
0.000,0.479,0.000
0.000,0.479,0.000
0.000,0.488,0.000
0.000,0.483,0.000
0.000,0.483,0.000
0.000,0.483,0.000
0.000,0.483,0.000
0.000,0.493,0.000
0.000,0.493,0.000
0.000,0.488,0.000
0.000,0.488,0.000
0.000,0.488,0.000
0.000,0.488,0.000
0.000,0.488,0.000
0.000,0.488,0.000
0.000,0.488,0.000
0.000,0.488,0.000
